Review,Pos/Neg,Correlation
"
Stayed there in March 2015. The rooms are spacious and the view from the balcony is indeed breathtaking. The resort itself is situated away from the busy centre of manali which makes it quite and peaceful. The food at the resort is quite a let down.
Half the resort is under renovation.. Hopefully, once complete, it would be better.
",neg,1.0
"
The Delisso Abode is a very ok property. The food that is available at the hotel is very good. The rooms need to be better. The hotel staff did try their level best to solve all the issues during my stay. The Sterling board needs to do quite a lot for this property still. There is a issue that large...
",pos,1.0
"
The rooms r small but clean. The staff is courteous and hardworking. The food us yummy. The view from rhe room is stunning. The location is perfect. In all, the resort, though not a proper resort, is worth a stay. No complains but the food spread at the breakfast is quite less yet tasty.
",pos,1.0
"
Pros: Staff is too good, location is fine. Quite near to M G Road almost half a km. Good room service.
Con's: Rooms on 1st floor suffocates. Try to avoid them. No WiFi connectivity in rooms. No lift for reaching 1st floor, which is almost basement of the hotel. Not recommended if planning to stay with kids and old age...
",neg,0.6
"
I think this resort is not of Sterling standards
I have stayed in kodai Yelagiri and munnar
I think they are way beyond and the management needs to give a serious thought to revamp the entire facility
Location. Ok
Facilities. Average
Rooms. Crampy
Outside view. Not up to the mark
Service. Very good by the staff
Food. Good
I was...
",neg,0.6
"
Good hotel with great rooms and good food.
Value for money.
Avoid the large room on floor 2 which opens to the kitchen and room 207 which opens to the duct. Rooms are clean and decently furnished but do not offer views to the otherwise beautiful city.
",pos,1.0
"
I Stayed at this Hotel from 9th April 2013 for about 3 nights, Close to M. G Road and in a Quiet
Location, this is A Nice and New Property Which has a Tie- up with Sterling Resorts. Mr. Bose,
the Resort Manager was Kind and Helpful. Overall, Good Experience.
",neg,1.0
"
I have visited this place as a Guest as I am not a Member of Sterling Resort. I 'm surprised to experience that this property does not have their own Generator. When power is off then you have to wait till the power comes. Moreover, the toiletries and towels are very very old and not up to the mark. The...
",neg,1.0
"
Hotel is very good. Rooms are confortable. Staff is helpful & courtious. Walking distance from main MG road Market. Had a great time. Parking facility is there. Dining hall is well equiped. Reception center is very good
",neg,0.6
"
We had booked this hotel for our stay in Gangtok and stayed here for 4 nights in April 2013. The hotel is situated very close to the MG Marg which is about a 5 minute walk and is also the main market area of Gangtok. Although close to the main road the hotel is cut-off from the street noise and...
",neg,0.6
"
The stay here was very good and satisfying. We stayed here for 4 nights and it was overall pleasant. Its walking distance from MG Road which is the main market or hanging out zone in Gangtok. The service was good and the Hotel is very well maintained. There are few rooms which have very good views. Food was very good...
",pos,1.0
"
I am staying here with mr family.... The room is nice & clean, pool water was crystel clean & here is mini pool also for kids, & also play roon for kids.. Overall nice place to stay... Staff is very freindly specially the gate man susant... Only one negative drawback is taxi from outside hotel is twice price than market...
",pos,1.0
"
visited this resort in march 2015 for one Day only but I like this resort so much that I want to go there next time for one full week.it is very near to airport and for going to beach walking distance is there.good food good staff and very good atmosphere.
",neg,1.0
"
very nice resort neat and clean initially we had some problem but ajay was very help full food is ok but if rates are little high and north Indian taste is missing overall very nice experience.... I'll never forget it
",neg,0.6
"
Goa is a heaven for me. ...an amazing place ... i visited this place for the first time with my friends. And i thank god i got this place to stay.. .jus near the beach ...cool place to stay with a very polite staff ....tasty seafood... value for money... best hotel to stay in goa ....#1 in goa
",pos,1.0
"
i was wondering where to stay in goa with my family in this season....found this place on tripadvisor....was lil apprehensive initially but decided to try it out finally........i should say that this is the ultimate place in goa to stay with the serene environment and good hospitality.....food was average quality but was value for money....rooms are kept clean and room...
",neg,1.0
"
Goa villagio Villagio is recommended if your looking for a good break with friends or family. The ambience is good, quality of food is awesome. My friends and I enjoyed the good service of the resort and the hospitality of the hotel staff is commendable. Overall a good place for a holiday!
",neg,0.6
"
I hav visitd this hotel recently....i was surprised after reading so many negative reviews...I am a frequent visitor of goa and have been to most of the top hotels...i would like to say that service in this hotel is one of the best available in goa....ambiance is very peaceful...room service is prompt and the demeanour of the staff is unassuming...
",pos,1.0
"
we celebrated our sons first birthday at this resort. A friend of ours introduced us to Sterling to purchase their membership when we saw the reviews we were reluctant to even approach we decided to ho and stay. We were simply amazed with the courteous staff from the doorman to the resort manager who made our stay memorable . Our...
",pos,0.8
"
My family and myself enjoyed a lot.... Thats a lot for team villagio for making my holiday memorable....Excellent services... Thank you so much... Looking forward to meet you guys again coming year...
Keep up your good work and we wish you good luck...
",pos,0.6
"
I'm a sterling member and had taken guests along with me to this resort. The room service is really bad.would advise u all to carry your own mosquito repellant as inspite of repeated reminders to the room service we were not provided with one and were told that we do not have enough. When asked for dustbin in the bathroom...
",neg,1.0
"
We selected this resort for our holidays, but were bit sceptical after reading reviews online.
We were pleasantly surprised by the welcoming and smiling staff. Prakash and his team were always willing to help. Prakash helped us decide on itineraries for sightseeing, suggested places to eat, especially difficult task as we are vegetarians.
The resort does need refurbishment, though. Swimming...
",neg,1.0
"
If you are travelling to Goa for the beaches and this definitely is not the location where you want to stay and its far away from all the beaches. For a sterling resort i definitely thought that the standards will be high but was very disappointed. No toiletries even in the bathroom with just some shower gel and hand wash...
",neg,1.0
"
being sterling member(studio) they provide me gust room and charge me for extra bed
room size too small
no activity for children
taxi avalible was too costly each time u have to pay min 600 rs to visit even for 6 km
totally avoidabie property
",pos,1.0
"
For me its been more than 15 years as a member of sterling holidays... till date must hav visited sterling goa for more than 20 times... and they have always been superb with their service rendering to customers wether it is food , accomodation n etc etc. ..... KEEP IT UP... GOOD GOING...
",neg,1.0
"
No I did not have very high expectations when we went to club Estadia cz I had already read the reviews. But what I experienced was even worse.
The only good things about CE were it's architecture and polite staff (atleast most of them).
OK to start with.. Location is very bad in terms of reachability. Goggle maps has it...
",neg,1.0
"
We stayed here for 2 days. Though it is far from the beaches (candolim, calangute and baga), it is technically located in the middle of north goa. The stay was comfortable and staff was also helpful. Panaji is close by. Recommended if you get discounted rates for rooms.
",pos,1.0
"
There is special care taken of my infant son by the staff, would say one of the best service I got in India. Everyday dinner buffet setup around swimming pool is awesome and food too is great, though breakfast is not that great with limited options. However, location of Resort is its biggest negative, located in porovoram it's around 4...
",neg,0.8
"
We stayed here from 15/02/2015 till 20/02/2015. It was my second visit as I was here last year for my honeymoon in January. This time I came for the carnival. My stay experience was good over all. Staff was helpful and informative. Would like to make a special mention for Aryabhat who is working their at the reception. He was...
",neg,1.0
"
This property is beautiful and located at convenient distance from all major Goan beaches. It has a very organic Portuguese construction which kicks in as soon as you head towards the rooms. Restaurant staff is also good but there is something fishy about the taxi union which is allowed to sit inside the hotel compound. They do not allow tourists...
",pos,1.0
"
Visited between 6th Feb. To 10th Feb.
Staff is very positive and special attention was paid to the requirements of minor and infant children.
Mr. Tulsiram heading the resort was overwhelming and despite of heavy occupancy, and our bookinga till 9th Feb. he was kind enough to extend the stay by provoding rooma till 10th Feb.
Mr. Prakash, front staff...
",neg,0.6
"
We visited on the extended weekend in aug. It was really very horrible. The rooms were stinking of dampness, there were bugs on the beds, bedsheets were dirty. Absolutely no hospitality, there were just 2/3 hospitality staff for the whole resort. No options for food. Very basic menund offbeat location so u hav no option other than stick to the...
",neg,1.0
"
Nice experience in staying there. The location is very beautiful .you can see the mountains around you and you are living in it. The hospitality is very nice. The staff is very cooperative even the owner is very nice.
",pos,1.0
"
We stayed in 3rd week of June with 2 other families. Resort is at great peaceful location, but far from town gates which means accessibility becomes an issue. Amenities are still upcoming. Pool couldn't be cleaned in 3 days and there is no buffet as occupancy is pretty limited as construction is still going on.
",neg,1.0
"
Stayed there for 2 nights in June, 2014. This resort is now under long term Sterling Holidays. It is way too off Corbett. If you are thinking about a park visit with stay here, then you will regret. It is 30km from Safari booking office at Ramnagar, of which 13 km is up in the hills. Min driving is 1...
",neg,1.0
"
Stayed here during the 3rd week of May 2014.The resort is far from the maddening crowd, nice and peaceful , around 35 Kms away from Ramnagar Town. The location is terrific, but be prepared for a long haul A drop to Ramnagar Town and return is around Rs 1600/-from the resort. The resort has been taken over by Sterling Holidays...
",pos,1.0
"
We stayed here for 3 nights in early May 2014. The property was recently bought over by the Sterling Time Share in April. Hence, the rooms were new and well maintained with a nice stone finish. The food & service was excellent. The major drawback was that its located very far (22kms) from Bijrani Gate, from where we had booked...
",pos,1.0
"
We went there in December 2013. We had a wonderful experience. Situated close to the river, location of the resort is a plus point. They have a very big dining hall with recreational services like swimming pool, table tennis, volleyball, badminton, etc.
We went there as a very big group and booked 5 cottages together.
Rooms are nice, clean and...
",pos,1.0
"
The place is located after crossing all the enterances to the national park. its located on a mountain at a peaceful location. The cottages are nice with a mix of modern architecture and stone work. it has a river view but that aint very close. the food wasnt too good. Its comparatively new so the rooms were clean and well...
",neg,0.6
"
The hotel is in the process of Changing the name of this property to ""Nirvana Wilds"" very soon
We had booked 8 of their cottages for the 26th Jan weekend and believe me the rooms were excellent and were definitely value for money. they were neat and clean and the bath rooms were great the only glitch was you could...
",neg,1.0
"
We stayed in this resort in Novemeber 2012, read great reviews on tripadvisor and decided to book a luxury room in Tree Tops Resort.
Pros:
Awesome location, that 30km drive till Merchula was the highlight of our whole trip! It is like diving in a jungle itself, we even spotted wild elephants on the way! So, yes, it is so...
",pos,1.0
"
The resort is having very healthy atmosphere for family stay i had really enjoyed this stay. Evening activity arranged by Mr. Alok was really good every one like the tambola & family game. The room was given with more stairs cases this was the only concern but as lift is coming so there will not be any issue on this....
",neg,1.0
"
One of the best holiday I had here at sterling resort mussoorie. Nice welcoming people at reception and room was allooted to us was really good.som and Alok was outstanding it really looks nice when some one ask you about the stay feels like home....
",pos,1.0
"
i was with my family at sterling resort mussoorie we had wonderful time here nice people. the room was given to me with excellent view. as we are coming from last 5yeats to mussoorie this time iam really impressed by all the staff. som at front office and alok in activity centet are outstanding....view from restaurant is excellent.
",pos,1.0
"
Sterling resort is impeccable in taking care of guest in the best way. in the area of room service, quality of food , attending quickly the calls of the guest & above all the mannerism and etiquette the staff have shown is quite impressive & praiseworthy. Thanks to all staff...
",pos,1.0
"
We had an unexpected and horrible stay at this destination of STERLING holidays. The service provided by hotel staff was very bad. The general manager used abusive and insulting words in front of the customers sitting in the restaurant . We visited this place as Guest Members. We had made pre-booking and the entire pre-payment. Due to this service treatment...
",neg,1.0
"
I was with my family at sterling resort mussoorie nice welcome at reception, wonderful view from the room. Mouthwatering food in the restaurant. Very impressed by Mr alok in the activity center he is the real entertainer I have ever seen hats up to him. And Mr som always helpful to each and every guest. These people are the pillar...
",pos,1.0
"
My first visit at mussoorie with my wife is very nice. Best view from restaurant as well as room also. Garden was very nice which was renovating again. Elephant is very nice. Seasonal flowers are very good. I have also visited Nanital & Corbett and finally came to mussoorie. I enjoyed the weather. All staff from reception to all departments...
",pos,1.0
"
Been a wonderful holiday with my family was made to feel as if we are in our at our own home as staff is very warm and friendly new done up rooms are excellent and spacious ,beautiful valley facing restaurant .one can wee the winter line from the porch area and best view of dehradun valley
",pos,1.0
"
We are visiting a Sterling Resort after along time though we are members for the last twenty years. Much has changed offlate in Resorts. Sterling Pine Hill has scenic view and serene surroundings. The Staff is very corteous from Check In to Check out. We stayed for six nights.The Food at restaurant is fabulous.They arrange activities every night..The Only draw...
",neg,1.0
"
Location is very nice to enjoy. Service is outstanding and officials are so amicable. Room service is excellent. Utensils are very useful which were available at room. Going down from up to room is a bit problem but i am sure you will overcome this problem soon.
",pos,1.0
"
We went to Daman Casa Tesoro with high hopes as we had already visited most of Sterling resorts. With this new addition to the Sterling group of resorts, I think they have taken the right step. The staff (particularly the Resort Manager Mr. Sanyal and Mr. Kamlesh) are very helpful and courteous. The Restaurant staff is also excellent. The choice...
",pos,0.8
"
Just back from Daman-Casa Tesoro with my family.
The property itself is quiet good but the people at the resort, specially F&B Manager Mr. Sachin and Resort Manager Mr. Sanyal, along with their team make you feel as if you are a real VIP. There is no ""no"" as a reply.
Overall experience is made lovely because of the service...
",pos,1.0
"
Food: The food was very delicious with limited options. We have a surprise from the Chef Lakshminarayanan conducting classes for the residents as well as the chef in Sterling Daman. The price charged was high for the limited options served.
There are very few places to visit in Daman which can be covered in a single day. The beaches are...
",neg,1.0
"
Since it's a new resort of Sterling Holidays hardly a month old, there are a lot of details, activities and services that needs to be in place before it is seriously reviewed. Considering that we went there with kids only to relax and chill out it served our purpose as the kids swam( pool kiddy sized!), occasional games in the...
",neg,1.0
"
It's an old but renovated property...Rooms are clean, Food in Restaurant is good, especially Punjabi dishes what we ordered. Front Office staff is efficient...Easy check in experience. Housekeeping can be improved further...Pool should be cleaned early in the morning so that it is ready for use by 8 AM..instead of 10 AM...
",neg,0.8
"
It was a wonderful experience with sterling hoildays. Stay was good. Maintainace of room is not so good.
Restaurant of the hotel is excellent.
Staff is friendly and discipline. The location of hotel is also good. Hotel arrangement activities are good. If you are going with your family or friends then it's excellent.
",pos,1.0
"
Good: Helpful staff, proximity to both beaches.
Bad: Work done everywhere. Pool not available in morning. Food from menu not available.
Unacceptable: White ants in room, Vehicle noise right from 5 am.
",pos,1.0
"
Dear Mr. Sanyal,
Was happy to be part of Sterling Holidays and would like to continue to visit the same. had a wonderful experience and would recommend others to Visit your property
Thanks & Regards,
Rahim
",pos,1.0
"
Near to all places and also have a jolly experience near to the beaches also the receptionist and the workers are very friendly the food were good than all places ever I seen in Daman room services were very good
",neg,1.0
"
The stay at Casa Tesoro was an amazing experience.. The Hotel is relatively new and i must say it has been done very well.. The ambience is good. The food quality is great... The staff is very friendly & helpful.. Its is definitely worth visiting again..Just loved the sterling experience @ CASA TESORO !!
",pos,1.0
"
Puri Sterling is the place to unwind. It's uncluttered rooms and large garden and pool areas immediately calm your mind. The resort is a bit old and some may say needs an upgrade, but I enjoyed the rustic feel. Very apt for the holiday. What is the most awesome part of this resort is the staff. Forever helpful and always...
",pos,1.0
"
Visiting/staying at this resort, coming from Maharashtra was our long outstanding wish, as we are members since 1988 and have visited nearly all resorts. Very much enjoyed with visits to Shri Jagannath temple, Konark Surya Mandir, Chilika Lake for Dolphin viewing,Pipili for Applique works,
Raghurajpur for Patchitra, and Lingraj Mandir in Bhuwaneshwar.
We stayed in One Bedroom apartment with comfortable...
",pos,1.0
"
Puri was a wonderful Destination with temples, History, Heritage & beaches. We stayed with Golden sands, A sterling resort in Puri which is located at the farthest corner of Puri, yet closer to beach. Access to beach is a little cumbersome. Facilities and hospitality is a kind of decent in the property. Rooms were neat and tidy and very very...
",pos,1.0
"
A 20 minute drive from the bustling Swargadwar, and you reach a mammoth resort enveloped at one corner of the beach.
The property looks very classy and also is very well maintained. I could very well compare the main reception area to the hotels in Thailand since its open and offers a host of seats to relax.
The hotel is...
",neg,0.8
"
We stayed for 4 days ( 8th to 12th Jan. ) .
Tarun Goswami and his team took very good care of us.
The buffet is good and service excellent - the staff know their job and work with passion.
Best beach.
",pos,1.0
"
Its quiet a huge resort, perhaps the biggest in Puri. But,still its not fully functional. The location is perfect for a Getaway trip. Nobody to disturb also beach is pretty lonely so you could have a quality time with your family. but there is no bell or intercoms in the rooms to call for service you have to personally go...
",pos,1.0
"
Our organization planned for an Official Picnic on 8 Jan'15 and wanted an accommodation for 80 people on 10th Jan'14 evening and check out on 11th Jan'14. Infact the time was too short to arrange for such a huge crowd and get a booking in a Good Resort with proper arrangement. I contacted a few hotels on 8th Jan'15 in...
",pos,0.8
"
Sterling is a very nice place to relax yourself, especially if you need a break from pollution. The resort is quite close to the beach, so going to the beach is no big problem. The food is excellent, and there are also provisions for candlelit dinners and birthday parties. The staff is really friendly and once they find out you...
",pos,1.0
"
We stayed in this hotel in the last week of December. From the first look one realises that this property has probably seen better days in past. The beech front that was there near property is completely washed away.
It looks like the property was a victim of a natural calamity few years away and still has not recovered.
For...
",neg,0.8
"
My first visit to a Sterling resort was wonderful. But for the distance from the Railway station, rest all was as the doctor ordered. Lovely rooms, ever smiling and hardworking staff, lovely food and the property overlooking the sea.
Post renovation it is going to develop into the best property in puri
All the very best to the Staff. God...
",pos,1.0
"
ramesh singh & his team are good at hospitality. Food is delicious and incidentally south indian & north indian are very tasty which are uncommon in many places. enjoyed very much. Poomparai temple is just 18 km and it is 3000 yrs old. Valley view quite awesome especially in the early morning. sridharan & family
",pos,1.0
"
It's a great place to stay at, though a little far from the main market.
Night time can be scary to get there as the road to the place doesn't have too much light.
Coming to place, it's kinda on a hill so there's a steep slope to climb if you're room is near the top
We had the studio...
",neg,0.8
"
We were a group of 10 friends stayed there for 2 nights & 3 days. Had a great time. Though a major portion of the resort was under renovation, there were operating with make shift arrangements. Staff were extremely caring and comforted us well. Thanks to Keerthi for going out of his way to accommodate our requirements. I certainly look...
",neg,1.0
"
Last week i spent here with my friend family, the accomadation is good, but electrical problem faces frequently. food ok, i will call room service thru intercom nobody took phone. tv cable connection is not hd very blur. overall we consider this hotel as second chance
",neg,1.0
"
I stayed with my friends& family last week , property was greenery and has nice view of the valley. In evening property was look a JEWEL in the valley.
Front office ,Housekeeping & F& b service staffs were excellent . Especially manoj, sujan sorry guys I forget some of the names & Mr Keerthi ( tall slim guy ) the...
",neg,1.0
"
im from madurai .Im a regular traveller to kodai...past 4 years...i absorved that comparing to other properties it was very excellent..hospitality they are given to me..Like Reception,Housekeeping,Restaurant all the guys are very excellent...i hope they ill serve the hospitality for my next visits.....
",neg,1.0
"
The Chefs at the restaurant turned out a fantastic meal when we visited Kodai Valley View last week. Menus are well thought out and the food was amazingly fresh and tasty. The dal shorba soup was just right as were the kababs - very succulent and spiced just right. Highly recommended!
",pos,1.0
"
Location: It is 6 km up from the kodai lake. A 15 min drive but worth it. Though there is nothing to do around the hotel as it is secluded. But its spacious and the view is quite good.
Rooms: Big and Clean rooms. Worth the money.
Service: Met our expectations. Staff were courteous. Room service was just a call...
",neg,0.6
"
Before leaving i read some horrid reviews of the resort/ Fortunately it was way above what i had imagined. The resort is in a valley and the view from the rooms are nothing great.. The rooms are not very well maintained. Luckily everything provided were in working condition and we dint have to run behind housekeeping for anything. The towels...
",neg,1.0
"
I stayed at Sterling Kodai valley view for 02 nights on 24th & 25th February, 2015. The services and the hospitality provided by the staff members were simply awesome, mainly housekeeping. I had visited many Hotels in different tours on my official/personal trip and even in the current tour stayed in other 5 star rated hotels but the hospitality at...
",pos,1.0
"
The only good thing was the view from our balcony..river flowing..location is not centraly located..rooms have pathetic aesthetic sense..dere is gud for nothing sofa cum bed in each room ..furniture seeks replacement..service
was not upto d mark ..dey promised to sterlise bottles of my baby later they came with a lame atittude..breakfast buffet was fine..bt dey shud add some biscuits...
",neg,1.0
"
Me and my wife stayed in this resort for 3 days in November 2014
Location is a bit away from the airport - however, good transport was available from the airport
Rooms are real good and spacious for a couple. Room heaters are also provided free of cost
Aircon is also available - may be for summer
Restaurant is on...
",pos,1.0
"
We left for Dharamshala on 18th Nov.,2014 & checked in at Sterling Resorts - The Sanctury. It is a beautifully located resort & our room was on the top floor. So we had access to the terrace & enjoyed a much wider view. There were snow capped mountains on the front side of the hotel & a stream was flowing...
",neg,1.0
"
Awasome ...best services...cooprative staff...delicious food...nice games in premises..nice river view...over all paisa wasool stay. Marks ten by ten. Wish to stay again.Rooms are good...wash rooms are also hygenic...if one part which i think is give negitive ...transportation services...resort must start its self cab for pickup and side scenes . Do not depend on other or outside travel agencies.they are costlier.
",pos,1.0
"
I was bit afraid before checking in the Sterling property but once I checked in  it was wonderful experience I have c/in on 8th Nov and c/out 10th Nov. the property was good and its location is incredible  just behind the hotel there is a river and during the night the sound of running water gives you a...
",pos,1.0
"
I found this hotel very good, though its address is not mentioned completely and Moreover land line phone numbers were not working., it was quite difficult for me to locate the hotel in night time. So one should check its correct / working phone Nos. from Sterling Holidays, Chennai. Its one of the property of Sterling Holidays. Rooms are spacious,...
",neg,1.0
"
This is a wonderful place. We were six of us, and had the upper most floor to us. The terrace was a nice place to have tea and spend the evenings.
The service was good except once when room service was unable to provide when asked for.
It happen to visit in PItra Paksh (shraddha) when most temples were empty....
",pos,0.8
"
The one thing which interested me in choosing this hotel was the brand - STERLING. But then again, having said so, the hotel was nowhere in main Dharamshala town which was a bit irritating from my personal point of view.
From the lady in the reception to the room service & house keeping personals, we had a very good experience....
",pos,1.0
"
We found the hotel a very comfortable place to stay for the three days that we were there. The rooms are comfortable and the the river facing rooms have a very good view of the small river flowing at the rear of the hotel.
The staff were very friendly. The chef was very friendly and we were very satisfied with...
",pos,1.0
"
I honestly do not have a great opinion about Sterling people as they seem to be puzzled and try to puzzle you all the time. However, this particular property that they have in their kitty is something that banks on just one USP, the river that flows by its side and that is what Sterling thrives on.
You must go...
",neg,1.0
"
I had a great time at sterling kodai-by the lake. Excellent hospitality. Great ambience.I Suggest all those visiting kodaikanal to stay at kodai- by the lake.kudos to sathurthi and his front office team. Great experience!
",pos,1.0
"
It is not an review ..its a view of a person who wanted to enjoy the trip and enjoyed everywhere when being out side of this hotel.. It is an example of massive improper management.. from room allocations and welcoming itself we understood we are in a wrong place.. am wondering a hotel in a tourist spot which is not...
",neg,1.0
"
I booked their Lakeview hotel with Yatra and he hotel people changed their property at last minute. Staff was unfriendly . After fighting for 2 hrs i finally accepted the only option to go to their another property. On the name of luxry suite i got the pathetic suite and room. Attached are the photos for patchy walls, restrooms, and...
",neg,1.0
"
We went as a group and got the booked rooms by 1:30 PM only. It's good hotel, not maintained well enough with respective to hospitality and maintaining the amenities. I felt that Rajasekar Manager has some basic communication problem, he thinks that smartly speaking, but not and questions the hospitality of the hotel. Very less people were been available for...
",neg,1.0
"
We visited as a group. First of all we faced a pathetic support from the resort manager. The food is below average, and varieties are very less. The room service is very worst and the rooms are not clean. With out proper information they will put the bags out and allocate the room for other guests. Even though check in...
",neg,1.0
"
My first and memorable stay at Kodai. Really amazed by the hospitality and ambience of the resort. The resort is located in a Central locality with a peaceful ambience. Food was also excellent. Overall, I would definitely refer my friends and relatives for a stay there.
The following staffs deserve a big applause for their service:
Sathurti - Reception
Daffi...
",pos,0.8
"
Nice location .. rooms are formal .. need of maintenance .. food is not good .. chef from calcutta not knowing south Indian style .. sambar rasam are to the core worst .. service is average .. I did not expect ... shocked .. never feels hungry .. ambience is good .. Some activities are done by their own staffs...
",neg,1.0
"
We were there for 1 nite. rooms are very gud, toilets are clean, staff is attentive and always willing to help. checkin is smooth.1 small suggestion maybe early check in can be given to guests comin from chennai by early morning trains.
",pos,1.0
"
Good : The hotel is away from the city and located in a peaceful surrounding.Hotel rooms are spread across in different small buildings which are named after flowers, and each of the building has respective flower garden around it. Food was ok.
Bad : I had informed about my arrival time to the hotel a day before , but when...
",pos,1.0
"
Though there are fewer areas of improvement required in terms of service (room service, housekeeping and food hygiene fronts), there are couple of individuals who had really made the difference to our trip between 14th and 16th of June'15.
One being Mr. Sathurthi who has excelled and very courteous during our registration and its really a warm welcome indeed. He...
",neg,1.0
"
We reached sterling holidays's munnar resort on 26th may and stayed there for 3 days. Location of property is very nice, view from there is very beautiful.
Staff gives very warm welcome. Ambience of entire property is wonderful. Games, spa, gym, leisure and fun activities organised by staff are some of the things that we enjoyed a lot.
Food was...
",pos,1.0
"
Very friendly and helpful staff, convenient location, awesomely comfortable beds, and the room was roomy and clean. I recommend this hotel to anyone visiting the Munnar area.
Liked the Art done with the various towels so creative staff ,
Overall we were very happy with our stay and would stay again. You certainly cant beat the location and we loved...
",pos,1.0
"
Nice property - with lot of space to walk around and play. Little tikes will enjoy the resort and activities. But 19,km away from munnar - so if your intention is sight seeing , you have to take the distance into consideration.
",pos,1.0
"
The restaurant seems understaffed so the buffet experience is not so good...but the place looks lovely....by unlike sterling properties.....
Can be a great place with kids around if they improved their staff quality
",pos,1.0
"
Stayed in the resort for just one night in February 2015. Though the booking was for a Guest room the front office magnanimously upgraded it to 1BR on arrival. We had a hassle free and smooth check in. The restaurant is very spacey. SPA is very small. It has a gym and adequate holiday activities. Children's play area can be...
",pos,0.8
"
First of all, this place is not in munnar. It is in chinnakanal village which is about 20 kms away from munnar and takes about 45 minutes to reach munnar. So if you plan to do sightseeing in munnar you need to go back again to munmar each time and it is a waste of time.
The property is good...
",neg,1.0
"
Excellent property,excellent rooms, excellent food.
Everything was too good. Munnar itself is a beautiful place with natural beauty & tea gardens.
This Sterling resort is among the showcase of the group. The rooms were spacious & very well done up.Kids play area & activity room were also there.
Resort was as good as Munnar is.
",pos,1.0
"
Excellent location, ambiance, climate, valley view. One of the very few best summer retreats in India. Cooperative staff willing to sort out any shortcomings genuinely. Facilities provided are properly available. Food is excellent esp. non-veg varieties. Alcohol lovers will be disappointed. There is a bar but not operative as they don't have licence. No wine shops in the vicinity. Conveyance...
",pos,1.0
"
We had a nice summer holiday in Munnar at this resort. Very courteous staff, kids play facilities and good food made this a relaxed stay. This property is 20 kms from Munnar and in a nice scenic location. We drove from Chennai and checked in the afternoon. Check-in was a smooth process with not many questions/forms. 1 BR cottage was...
",pos,1.0
"
A great resort to stay and enjoy your holiday... excellent amenities.. great ambience.. great food.. exceptional great service.. only disadvantage is its location... nearly an hour drive from Munnar town... but some of the sight seeing spots are one the way to Munnar town and hence your travel time is some what minimized.. a small village is nearby where you...
",pos,1.0
"
The resort is located right next door to the ghoom monastery and location of the resort is nice! However it needs renovation and seems unattended to. The rooms are maintained well but has become v old and musty! Service was excellent and we were well taken care of. Food was average and can be even better.
With renovation this resort...
",neg,1.0
"
Stayed here when we visited with family, it is set on the pictursque Ghoom Monastery hill top. Nice view of the Kanchenjunga, wooden restaurant and nice rooms are main attractions. Nice hotel staff, courteous, and great food.
",neg,0.6
"
The location of Sterling Silver Oaks is extremely good and rooms are spacius. As the property is more than 20 years old, it is asking for major revamp and maintenance. It was my second visit to this resort. When I had gone in early 90's it was one of the best resort but after 20 years the beds, curtains, bathrooms...
",neg,0.6
"
We went to Darjeeling in the 1st week of Novemver, 2012. We had booking in Sterling Silver Oaks, Darjeeling. That was the third time, we stayed in Silver Oaks. We had booking for 3 nights. The monsoon was good and we enjoyed Darjeeling.
When we went for the 1st time, we found Silver Oaks unique.
That time, we stayed in...
",pos,1.0
"
The best Hotel, stayed so far in Darjeeling...once again Thanks to Thomas Cook, Mumbai for
booking this hotel for Us.
Nice location,all rooms having very good Views, nice food, clean n neat rooms, staff is co-operative,helpful...stayed here for 2 days.
In the evening, the hotel conducts nice musical shows,games etc.........liked it very much
Breakfast n dinner has got lot of...
",pos,1.0
"
We visited darjeeling in the month of June with very expectation. As we were sterling club member, we choose to book SIlver Oaks Sterling Resort. However the stay was disappointing.
To start with, we were asked to call a day prior to confirm our visit. We keep on calling and were unable to reach them, There was a mobile number...
",neg,1.0
"
Huge property not well managed.. Too dirty property..
Geasers also dont work in some rooms.. The apartment rooms are at a place that smells too bad.. The sterling call centre people explain u something and wen u go there u get something else. All n all- Bad experience
",neg,1.0
"
I stayed with my Wife and Kid in the 3rd week of June in a deluxe suite. The stay was terrible because of following reasons:
1. No hygiene is maintained in rooms, beds, bathrooms, balcony etc. We never felt we were living in a deluxe suite. Pretty ordinary rooms.
2. Old furnitures as if it is going to break.
3....
",neg,1.0
"
Been here in June 1st week of 2013. We were 3 couples along with few kids...resort is pretty big and child friendly..that was main reason I choose this resort...but the service staff of hotel is bad, they try to take every penny of their guest for any kind of stupid service...charges are also on the higher side and the biggest...
",neg,1.0
"
I was there with my family from 23-25th May 2013. First day the room ( Room no 321) alloted to me was stinking as lot of seepage in the wall and fungues on the sofa and back of the bed were there.After so much persuations !!! they changed the room and the next day room no 106 was alloted with...
",neg,1.0
"
We had to make an unscheduled stop on our drive and our travel agent booked us here. What a gem of a place. Right from the moment we turned our car in to the moment we drove out everything was excellent. They even have half of a floor (yes half of floor) space devoted only to children activities. The room...
",neg,0.8
"
My stay at Sterling Emarald Bay at Karwar (14th Dec to 20 Dec) underlined that my decision to get the Sterling Holidays membership was completely wrong.
It was my first stay through Sterling and I chose Karwar because it was at drivable distance from Mumbai. That would help me to keep things in my control while travelling with two small...
",neg,0.6
